Area,Rooms,Price
1461,4,3175000
572,2,663000
691,3,750000
1337,4,1010000
690,4,800000
1200,5,1150000
800,4,905000
2700,7,2500000
2220,11,2535000
860,4,680000
890,4,1342000
2668,7,2200000
4000,5,4850000
1438,6,900000
863,4,993000
575,3,475000
1868,5,540000
1156,5,1150000
1150,6,1280000
1510,6,1600000
1700,7,850000
1750,5,860000
1189,5,1250000
2770,6,2550000
3773,9,6500000
1362,6,1227000
2246,9,1510000
800,3,750000
1350,7,600000
1105,5,825000
1010,5,1100000
1600,6,1629000
3360,13,1080000
800,4,765000
867,5,1280000
1655,11,805000
948,2,860000
1305,8,975000
1115,4,1075000
1300,7,1250000
1000,5,663500
1518,7,895000
2300,8,800000
1451,5,1075000
1360,6,901000
1297,4,1300000
1190,5,756000
1542,4,1150000
2025,6,1009500
1562,5,1390000
1462,5,900000
1403,5,1275000
1257,5,1590000
1145,5,1090000
850,6,780000
1360,5,1005000
3092,10,1250000
1300,5,1250000
1700,6,2251500
1900,5,180000
1457,5,1625000
1214,5,958000
1395,4,1380000
1030,5,1600000
3060,13,2565000
1080,5,750000
1515,6,482000
1175,5,745000
1645,5,1175000
307,2,415000
1185,4,977000
1935,8,2350000
750,5,617000
1328,6,800000
2210,6,1758000
1496,7,1135000
2170,7,1625000
1325,4,1510000
1578,6,271500
728,5,970000
2706,3,8100000
1031,5,1100000
1054,5,1550000
884,3,930000
1222,5,1305000
1595,6,2160000
1439,7,850000
980,5,1150000
3000,6,3000000
950,4,930000
2347,8,1550000
4197,14,3322500
1394,6,740000
2315,8,1775000
747,4,535000
1244,6,850000
2200,7,2050000
3150,11,4500000
1200,5,1213800
2201,6,1808500
1482,5,705000
1706,5,1484500
1400,8,1302000
975,5,625000
1828,6,1950000
1074,5,1100000
1249,3,1320000
1314,6,1605000
1405,7,1660000
1220,5,1100000
1454,6,1100000
566,3,575000
1534,5,1425000
1460,6,1300000
1200,6,570000
1871,7,1160000
1359,6,950000
1165,4,1508000
903,4,912500
1590,5,1100000
1671,6,800000
1966,6,2350000
800,4,407500
1613,7,1025000
1400,6,1298000
1660,7,1700000
1150,7,1242000
1395,7,1300000
1656,6,1450000
2887,9,1680000
1888,8,1990000
1620,6,700000
678,3,720000
1047,6,1260000
5000,10,999000
1678,6,1525000
3500,8,2250000
1045,5,670000
1235,5,1430000
819,3,1050000
1670,7,3000000
660,4,851000
1488,4,1538500
450,2,1075000
1069,5,1427000
2103,7,2910000
1700,6,1680000
1325,5,950000
1831,6,1765000
1750,6,1990000
1750,6,3500000
1468,5,1171500
2868,9,2895000
1572,6,1650000
850,4,580000
1250,6,850000
700,3,680000
1127,6,1260000
1388,6,1068000
1589,8,1400000
1375,8,588000
1475,8,981000
1105,5,1185000
1019,4,1295000
644,3,760000
1054,3,950000
3301,15,106000
1434,7,955000
1168,7,987500
2050,9,1705000
862,4,750000
2129,7,2200000
1120,5,1290000
1807,6,1850000
2613,9,3800000
2200,9,1680000
2216,7,1725000
1959,8,1200000
1297,7,660000
1087,5,1060000
1001,5,309000
835,3,820000
1040,5,800000
2478,9,1700000
5000,12,12000000
2007,4,1695000
3650,8,4600000
1811,9,1800000
2620,8,2000000
1153,6,1200500
819,3,1025000
3255,11,1785000
1246,5,1325000
2174,10,2800000
2138,7,1199000
1500,7,1050000
2080,7,1350000
986,6,1375000
3850,14,1100000
1809,7,1700000
1950,6,2800000
1200,5,630000
1562,6,1300000
1000,4,520000
936,5,880000
1222,5,6700000
1309,4,2338000
950,4,970000
1057,4,925000
1454,5,1140000
2329,7,1975000
875,3,3700000
2035,7,1410000
810,6,462000
1421,5,1140000
1421,5,1140000
1454,5,1140000
1421,5,1140000
1454,5,1140000
1400,6,2143500
8000,10,16760000
385,3,172500
958,3,835000
992,5,845000
1037,11,864000
575,4,2675000
2600,8,2940000
863,3,895000
1145,5,1333000
765,4,825000
1699,7,1375000
954,4,585000
944,3,865000
1068,5,900000
1151,4,1350000
2236,8,2625000
728,4,725000
1101,4,2100000
732,3,825000
1001,5,1125000
2166,11,1600000
2924,9,3600000
1623,7,910000
1350,6,1130000
4275,11,5627000
1449,6,1260000
1003,6,1015000
1950,6,1572000
1650,8,1800000
1866,8,750000
650,3,810000
1175,4,1557000
1343,5,1600000
1828,9,850000
1389,5,1350000
7750,4,1602500
1490,5,800000
1525,6,1255000
1690,8,785000
983,6,1705000
925,4,615000
756,3,900000
2820,10,1950000
1610,7,810000
1461,6,1610000
1084,4,750000
1980,7,1400000
2085,6,1650000
1648,6,1725000
764,3,831000
1622,3,1725000
1137,5,991000
2110,8,3320000
1175,4,825000
970,3,910000
1095,4,575000
1030,3,1001000
1255,4,1500000
2460,8,2700000
745,3,718000
816,4,730000
862,4,650000
4456,13,7000000
3632,12,6550000
1250,5,915000
3253,6,4950000
955,4,800000
1000,4,995000
4030,13,1330000
3008,13,940000
2787,7,1805000
3100,10,2215000
2675,8,2701000
1274,7,1200000
1287,5,1130000
1550,6,795000
1267,5,840000
1088,4,950000
840,4,800000
793,3,790000
1948,6,2100000
1350,6,1416000
1672,7,1420000
2100,6,1885000
1542,7,1200000
2122,7,1480000
1862,8,1790000
3639,13,2050000
2040,8,1650000
2521,8,1889000
755,3,1200000
618,1,615000
1153,5,1540000
5124,21,1410000
1350,8,1428000
1650,6,1725000
2750,11,375000
790,5,805000
1990,8,1910000
1642,5,1950000
2128,7,925000
436,2,625500
2005,7,1725000
821,3,800000
780,4,875000
1508,8,1455000
875,4,720000
1725,5,1850000
1560,9,1525000
1555,6,1825000
2268,8,1335000
1240,5,1425000
1469,7,1280000
1535,6,1540000
1084,5,730000
1344,6,1115000
2347,9,2400000
1688,6,928000
1745,6,1000000
2041,11,1000000
1688,6,2150000
718,3,575000
1501,5,1460000
1275,4,1200000
1565,3,1850000
1166,5,1375000
2479,5,1570000
1231,5,1305000
2668,9,1900000
1250,5,721000
980,2,810000
432,1,605000
668,3,799000
1297,5,1089000
831,5,730000
4798,8,11500000
846,4,980000
1017,5,1010000
1200,6,1150000
1600,7,1450000
3320,9,2300000
697,11,700000
1560,6,1340000
1240,7,2050000
825,3,725000
1578,7,1425000
1901,7,2610000
1832,7,1530000
3877,9,2858501
952,5,998000
3441,14,1045000
1912,7,1500000
2460,8,1775000
2778,9,1925000
1350,6,1150000
3776,10,4400000
1400,5,575000
1025,5,620000
1150,4,680000
1204,8,780000
1626,7,900500
1521,9,1425000
2052,6,1500000
2900,6,2330000
3710,10,3400000
1462,6,855000
1001,5,1250000
657,3,750000
842,3,1005000
1250,5,1050000
1034,4,815000
1810,7,1450000
1000,5,825000
1090,6,1300000
1415,7,2130000
1060,5,925000
1297,5,1340000
948,3,588000
1885,6,950000
1456,6,1100000
1465,6,1250000
775,4,1630000
2040,6,2225000
1200,4,1650000
1791,5,3250000
538,3,715000
960,2,797500
1622,6,1800000
2434,8,2400000
2052,4,2650000
2233,7,1525000
1824,6,535000
1350,5,975000
2016,8,1425000
3000,9,3450000
3251,14,2246500
1375,5,1425000
3353,10,3600000
2400,8,1625000
3819,9,2850000
989,5,1075000
1350,4,940000
1238,4,1675000
1059,4,1498000
1550,5,2175000
1000,15,750000
1231,5,1415000
1204,5,18000
2249,10,2615000
719,3,535000
2473,6,3900000
968,5,1320000
563,3,755000
982,4,920000
1362,7,1750000
1763,2,1770000
650,3,562500
936,5,950000
775,4,1100000
3070,10,1950000
1932,7,1300000
1850,6,1400000
697,4,975000
1458,7,1100000
1135,7,1505000
1784,6,2000000
3564,13,7050000
1272,5,890000
1606,6,950000
1200,6,1000000
1606,6,1400000
3700,8,1600000
2564,10,1762000
2793,9,1918000
2270,8,1200000
2500,12,1480000
2400,11,2125000
1785,6,2500000
1902,7,2875000
862,4,650000
1779,6,1386000
1665,8,1410000
2208,5,1450000
1507,8,1900000
3220,6,2895000
1063,5,529000
1070,4,665000
1017,1,700000
933,5,890000
782,3,832500
1340,6,1136000
1500,9,1610000
870,4,1150000
1608,7,1430000
1754,6,1475000
2195,8,2380000
1295,5,1180000
2059,11,1368000
657,3,785000
654,3,785000
903,3,788000
1961,5,3850000
812,4,716000
1180,5,830000
1436,7,1300000
1422,6,1100000
1313,5,1313000
1276,5,960000
1965,6,4500000
828,5,890000
1509,4,1057000
1525,5,1325000
2100,4,1052000
2640,8,2855000
1555,6,849000
950,4,615000
1173,4,1200000
1450,6,1380000
2104,9,950000
1348,5,980000
1438,5,1468000
2100,10,1965000
2077,7,2100000
1350,5,1090000
1253,5,1313000
2295,8,1500000
3680,10,3100000
1001,5,1136500
1426,5,2001000
1286,4,1266000
682,4,575000
2100,7,1750000
1662,8,1808000
2293,7,3150000
1300,6,752000
1449,7,900000
960,5,1120000
1450,6,1275000
5700,17,1440000
2988,12,4000000
4840,14,3315000
1050,5,550000
1500,9,1875000
2449,10,2700000
1049,5,960000
1140,5,698000
1815,7,155000
1105,5,750000
4271,10,3600000
720,4,875000
2500,7,1662000
906,5,466000
2157,7,800000
962,4,1025000
1023,5,1367000
962,4,775000
675,3,825000
1300,4,1150000
1095,5,1455000
1115,4,1211000
768,3,940000
900,6,1200000
977,5,775000
1879,7,901000
1450,6,2900000
2563,9,4100000
1465,8,1200000
2050,8,1876000
2388,8,2550000
1190,4,965000
2147,9,1652000
1200,8,650000
1698,8,752000
1361,6,1500000
1459,7,1580000
2448,8,1645000
1100,6,1100000
1186,5,625000
1150,5,730000
2500,8,1420000
807,3,550000
732,4,900000
1224,3,1070000
1100,4,812000
1296,5,1316000
1025,5,878000
1261,9,950000
1580,6,1350000
2317,7,3130000
1064,4,1366000
1250,5,1110000
1258,8,630000
1040,5,599900
1552,6,1725000
1193,5,1150000
868,4,770000
2085,8,2800000
4779,9,3900000
920,4,750000
1308,6,1105000
1292,6,340000
1068,5,575000
1375,6,779000
1356,5,950000
1763,2,1805000
963,5,960000
2037,5,1850000
2418,10,2350000
720,4,1505000
1473,7,800000
1172,8,1250000
1908,7,1385000
1565,9,2300000
3233,9,2390000
1360,5,1435000
1310,4,930000
1640,5,1850000
1670,5,2700000
1183,4,1125000
900,4,830000
1790,6,2200000
1910,6,2100000
1513,5,720000
1752,7,842000
863,4,1055000
1534,5,1230000
1120,5,1305000
1000,5,1590000
2275,8,1400000
5373,14,2800000
2750,10,8500000
3312,8,2315000
1001,5,949000
1148,5,1010000
1171,4,1295000
1278,4,1565000
1809,10,1440000
1374,7,2300000
1180,4,975000
1553,4,1398000
4800,7,925000
1135,5,1400000
3014,4,1625000
1478,6,1950000
1680,7,2000000
1240,5,2650000
1350,5,1060000
1640,5,1175000
598,3,526000
8125,13,9000000
2158,7,1025000
2299,10,1600000
2660,8,3655500
6111,14,12000000
1651,7,1285000
1700,8,1435000
1242,4,700000
1077,5,670000
1337,5,750000
966,5,1200000
1001,5,1250000
610,4,830000
1917,10,1635000
770,5,382000
1325,5,765000
900,5,975000
1605,6,1153000
1496,6,2250000
2000,10,1088000
6350,7,3500000
1150,5,950000
2070,7,1607000
990,4,710000
1959,6,1101000
980,6,712000
933,4,790000
966,1,670000
1947,5,2950000
1400,5,904000
814,3,868000
2767,8,2739500
1897,6,550000
1972,7,790000
2395,9,2750000
1939,6,3210000
1350,5,965000
3400,8,3303000
1820,8,1425000
1912,8,985000
1925,6,1300000
2177,7,2075000
743,7,645000
1000,5,710000
1970,9,769000
1228,5,836000
789,4,966000
1092,4,1258000
827,5,928000
821,5,670000
1360,6,1325000
1490,7,1100000
1001,5,1230000
1128,4,1450000
1622,5,1915000
2354,6,2400000
880,3,660000
1905,7,2145000
1817,8,2050000
3134,10,3400000
858,5,1050000
3105,6,2989000
680,4,475000
1110,5,650000
1300,7,653000
1520,7,840000
1800,6,1260000
1868,6,1215000
2063,8,1250000
1438,5,1360000
2400,4,2250000
1474,5,760000
1488,6,810000
1745,6,1085000
1224,6,1650000
2016,6,3090000
705,4,760000
1446,6,2100000
1520,6,1880000
806,5,1060000
1421,8,1250500
6000,10,4999000
1549,7,1200000
1996,10,1350000
1954,6,1675000
1970,7,1300000
2168,7,2360000
669,3,505000
1000,4,950000
1102,4,1050000
1532,5,1315000
1300,6,1325000
2100,8,3100000
3550,10,4400000
1877,6,1610000
2500,7,1250000
2080,7,2600000
1518,6,980000
1846,8,1150000
1626,6,1250000
1650,7,3850000
1173,5,706000
2286,7,845000
1166,9,950000
1619,5,2850000
1611,7,1900000
749,4,760000
1318,6,710000
1525,6,811000
1400,5,870000
1067,6,1100000
1925,7,1225000
947,3,1227000
1231,6,1246000
1034,4,1280000
2180,7,1425000
1350,4,2000000
2240,7,2300000
2629,10,2600000
3585,9,11000000
669,3,500000
750,6,650000
885,9,818000
680,3,830000
1001,5,1060000
1532,6,1305000
1700,8,1380000
1644,7,1405000
2075,6,2825000
552,2,503000
1045,4,790000
903,5,925000
666,4,960000
875,4,996000
977,5,1064000
1753,5,650000
1470,5,1350000
2200,6,1450000
1459,5,1650000
3900,10,2295000
3075,7,2310000
2041,9,2415000
3321,7,3995000
1000,6,850000
918,6,855000
1648,6,950000
862,4,1005000
1149,6,1116000
1464,6,1405000
1850,5,1650000
1960,8,1760000
2050,8,1850000
2631,7,2251000
1865,5,2660000
2746,10,2800000
2569,1,5475000
4609,11,6680000
1517,6,750000
1570,6,1000000
915,5,1005000
1305,6,1225000
1215,3,1280000
2370,8,1315000
1363,5,1325000
1750,7,1500000
2114,7,1510000
1789,6,1740000
1712,7,1850000
2750,6,1940000
1809,5,2810000
2045,7,5400000
726,5,240000
1001,5,240000
831,5,830000
732,4,880000
1581,6,888000
959,4,910000
960,2,910000
824,4,949000
1646,7,970000
1100,5,992000
875,4,1025000
1622,6,1125000
1150,5,1220000
1023,5,1225000
1642,6,1250000
2111,6,1250000
1149,7,1350000
700,4,1375000
1165,6,1485000
1635,9,1500000
1500,5,1630000
1315,6,1710000
2400,8,1800000
1800,6,1985000
2233,6,2015000
1875,8,2150000
726,4,240000
535,2,605000
1145,5,850000
836,3,870000
1001,5,1130000
2170,7,1350000
1457,6,1400000
2289,7,2015000
291,2,415000
795,4,741000
808,5,950000
1173,5,1080000
2098,6,1735000
2350,6,2800000
835,4,317000
791,3,530000
850,5,625000
1325,5,810000
1250,6,818000
824,3,827000
850,3,850000
1280,9,1700000
2041,7,2100000
2765,8,3800000
3016,7,3825000
3024,9,4880000
415,2,565000
662,3,715000
755,3,825000
1541,6,855000
880,5,973000
1395,7,1110000
1125,5,1200000
1431,6,1500000
1359,5,1540000
1200,5,1760000
1789,8,1855000
3350,5,4175000
4200,11,7995000
600,4,560000
724,3,585000
1063,4,735000
644,3,830000
2052,8,875000
1213,5,950000
950,4,1068000
1300,5,1100000
945,5,1170000
1131,4,1325000
1295,6,1351000
1427,7,1400000
1825,5,1425000
1260,5,1550000
1490,7,1555000
2020,8,1750000
1709,6,2300000
511,3,641000
780,4,735000
1795,7,1075000
1400,6,1150000
1235,4,1325000
1498,6,1400000
1819,7,2075000
454,3,548000
750,4,555000
750,4,790000
768,3,793000
1175,5,885000
800,4,890000
1005,6,1000000
1114,5,1071000
1628,7,1090000
1683,6,1190000
1434,6,1200000
2254,6,1415000
1577,5,1400000
1668,1,1410000
1834,6,1600000
1752,6,1650000
1174,4,1675000
1457,6,1850000
1730,7,1903000
1035,5,2500000
1001,5,240000
1726,7,455000
892,4,659000
800,3,760000
756,3,800000
728,4,900000
2169,8,918000
2044,7,950000
1075,5,975000
1106,5,1000000
660,4,1060000
1313,3,1125000
1336,5,1150000
1139,4,1199000
1425,6,1248000
1947,9,1250000
1200,6,1410000
1440,7,1275000
1896,3,1475000
1898,7,1492500
2001,9,1550000
1500,7,1895000
1988,7,2000000
1970,7,2200000
1540,6,2250000
3575,12,2400000
2052,6,3005000
6325,28,3600000
3073,7,4995000
4790,10,5600000
620,2,448000
1018,5,556000
1200,6,800000
632,3,615000
2250,9,850000
1258,4,888000
1183,5,1160000
1310,3,1410000
1593,6,1620000
1413,5,1625000
3550,8,1700000
2600,10,1808000
1612,17,2000000
2300,8,2250000
2144,8,2600000
701,4,593200
875,5,655000
722,3,695000
1016,6,700000
1575,6,760000
780,3,785000
1370,6,998000
919,5,1060000
1652,5,1175000
1191,6,1223500
1089,4,1260000
1362,4,1262000
1264,6,1400000
1817,6,1410000
1446,7,1650000
1958,9,1800000
1505,8,2100000
1100,5,2160000
1697,5,2205000
2850,7,3100000
3709,10,4975000
844,3,890000
660,3,690000
1250,6,1425000
1163,4,1310000
2320,8,5200000
1284,6,1300000
1085,5,610000
2394,13,910000
3350,10,2475000
1227,6,620000
1179,6,635000
1001,5,1195000
1200,4,815000
1431,6,1200000
1412,5,1850000
2200,10,1810000
588,4,560000
1697,8,825000
1320,5,1400000
1180,5,950000
1575,4,1500000
2500,10,1900000
2352,8,1100000
1525,6,2430000
1300,5,1110000
815,4,782000
3430,13,3150000
750,4,560000
2829,13,1305000
1300,6,1010000
821,5,885000
3320,12,1795000
3200,9,6175000
6850,12,6700000
1295,6,1140000
1328,6,1011000
1832,8,1210000
1276,8,1150000
988,4,595000
1415,6,1325000
1137,6,610000
650,3,605000
1029,5,1156000
1874,7,693000
3036,8,5650000
971,8,531000
1427,5,2730000
795,3,869000
1109,5,699000
894,4,920000
852,4,1210000
1298,3,1110000
1842,6,1600000
2402,8,475000
872,4,1000000
1419,5,1590000
1944,7,2410000
3100,6,4800000
1824,6,1700000
1598,6,925000
2330,8,870000
929,5,969000
1562,6,1580000
2750,8,835000
419,2,700000
2885,10,1930000
1643,6,1360500
789,5,972000
2096,6,2500000
550,3,275000
3685,9,2895000
1175,4,1060000
1000,5,736000
526,2,405000
536,3,575000
740,4,960000
1106,4,1268000
1300,6,570000
1759,12,1100000
4000,12,5200000
949,5,728500
1260,5,1650000
1106,10,1050000
1466,7,1780000
885,3,232000
1472,5,1485000
920,9,990000
1100,5,1400000
1942,6,2306000
1100,5,635000
1200,6,775000
2300,7,2750000
2407,6,2200000
1655,6,310000
1350,5,1000000
3300,10,4500000
3013,11,1820000
2050,8,1350000
2482,14,1465000
2454,6,2050000
1639,5,1850000
1836,8,1050000
1550,6,1135000
1700,6,1603000
1330,4,1200000
1714,4,1815000
1155,5,650000
1180,5,820000
1365,7,1555000
1700,5,1950000
10236,28,23889000
1174,5,1350000
2003,7,1825000
2503,6,2500000
1993,6,2250000
2247,5,3000000
792,5,635000
1039,1,901000
1381,6,1850000
1222,5,810000
936,5,670000
662,4,742345
2094,9,915000
3074,8,4400000
1890,7,1550000
6807,23,6285000
2350,10,1000000
2000,9,750000
570,4,660000
714,5,686000
818,3,782000
566,2,540000
800,4,1380500
1800,5,1015000
1675,6,2550000
1945,7,3250000
1231,5,950000
983,4,1050000
533,3,575000
1500,6,926500
1000,5,1475000
942,4,760000
600,3,625000
1370,5,2100000
3037,10,4350000
944,4,790000
2648,9,2619000
2960,9,3398000
737,3,700000
819,3,1179000
602,3,575000
1147,5,1333333
1245,6,1100000
1674,6,955500
1137,5,925000
1310,4,1410000
1723,20,1250000
1405,9,960000
1150,5,535000
658,3,649000
755,3,1059000
1762,6,1900000
779,4,740000
1657,6,1700000
1400,8,730000
2756,8,3700000
1873,6,2275000
2180,8,906667
983,4,285000
1451,5,1410000
1054,6,1315000
1565,6,2000000
1718,5,1400000
5600,10,4611000
995,6,375000
2754,7,1800000
1050,5,1050000
4206,11,4700000
1760,6,1110000
912,4,815000
1712,6,2300000
1847,7,1451000
1213,5,1025000
3050,10,2200000
3646,11,2425500
1605,6,930000
3511,8,3500000
2010,1,1525000
1579,9,830000
1265,6,925000
1582,7,2135000
1637,7,1000000
835,4,1070000
1001,5,1000000
983,4,285000
1559,4,1600000
804,4,850000
1635,4,1605000
2700,7,2275000
1216,5,1150000
1035,5,1003000
1222,4,1200000
1137,5,850500
4680,11,3400000
1899,7,1330000
803,3,855000
1613,5,3475000
1015,5,640000
1460,5,1200000
610,3,555000
880,5,735000
1460,7,885000
755,3,1079000
1126,2,1090000
1242,4,1216000
2173,7,780000
1409,8,820000
925,5,1015000
2177,5,1900000
1650,5,2100000
1125,5,815000
1034,4,1133000
2260,7,4650000
1995,7,1000000
1287,4,1708000
2564,6,2500000
500,4,485000
2226,7,1250000
1046,5,1300000
953,4,745000
701,5,709000
2715,9,1900000
2467,6,2100000
2100,7,1300000
670,4,705000
1780,5,1500000
1540,6,835000
736,3,653000
4825,10,7875000
6520,14,10995000
1475,5,898000
1560,6,1300000
1518,7,1260000
2210,8,1800000
1186,4,1465000
1620,8,1200000
1643,7,1700000
1502,7,5995000
1225,5,1100000
1652,5,1350000
1125,5,810000
1001,5,779000
1201,4,1200000
2300,6,1250000
1244,8,451500
2750,7,715000
1800,5,850316
1540,6,1995000
1341,5,3750000
1018,5,1000000
1050,5,1100000
1400,5,1100000
2470,8,1550000
2225,6,1620000
1564,6,1172000
1870,7,1190000
1989,8,1200000
2050,7,2610000
1145,5,1050000
1140,5,860000
2427,8,1268000
1001,5,939000
1170,5,1090000
1440,6,2150000
858,4,875000
865,5,820000
1066,6,1265000
819,3,1288000
2345,8,2300000
1003,5,249000
953,5,1120000
975,5,1200000
1718,7,1087500
720,3,860000
1800,8,960000
2238,7,1650000
1270,8,1450000
2144,10,2600000
675,3,845000
1460,9,1500000
687,4,850000
1005,4,940000
2435,8,2450000
2600,10,970000
747,3,1000000
800,4,731500
1280,5,1925000
3433,13,960000
1565,7,1215000
1200,6,1015000
3692,7,2375000
1001,5,959000
1001,5,2549000
1777,5,2600000
851,3,750000
1432,6,1400000
1370,4,1100000
1700,5,700000
2600,7,2500000
1100,5,1450000
1453,6,1213000
3404,12,3000000
885,4,560000
1366,7,1000000
1100,5,1110000
2220,6,1915000
1150,5,2500000
830,4,635000
1139,4,1110000
2904,14,1050000
2303,9,818000
751,3,585000
1151,4,1045000
900,4,805000
1640,7,1827000
1580,8,908000
1950,6,2250500
1259,5,1507500
1045,5,1170000
2280,7,1700000
748,3,660000
1360,6,1130000
1013,4,1125000
1136,5,840000
2622,6,1550000
724,3,545000
750,5,905000
983,4,1300000
1037,4,1425000
1850,8,969000
1718,6,1208000
1800,9,1800000
1050,5,650000
1150,5,1226000
1050,5,1380000
2993,7,2100000
865,4,785000
1270,6,990000
1617,6,1375000
1398,5,1360000
1152,5,1050000
2255,5,3995000
1375,6,730000
750,4,750000
1481,5,1050000
1200,6,548000
1400,6,830000
625,4,730000
1290,5,670000
2016,7,1500000
658,3,700000
755,3,915000
1845,9,1335000
764,4,1605000
750,3,700000
2760,10,1850000
2054,6,2150000
1090,5,1295000
2237,8,760000
670,3,770000
1616,6,1800000
1209,6,582500
777,4,830000
1228,5,720000
1019,5,1500000
724,3,571000
882,4,901000
912,2,925000
760,3,905000
780,5,350000
1000,5,540000
1124,5,730000
1300,6,681000
670,3,479500
1003,5,315500
1130,5,1600000
1689,6,1100000
2027,4,2600000
1771,7,1850000
2213,6,3000000
1125,5,685000
1660,10,742000
1583,6,1255000
2266,7,2018000
948,4,558000
383,2,450000
1507,7,1115000
837,4,257000
1901,7,2250000
1494,7,690000
725,3,744000
875,5,920000
1600,7,1100000
2000,6,1350000
1832,7,1799000
1700,8,1900000
2670,7,2455000
2128,6,2460000
2723,7,1620000
825,5,1175000
1564,5,1400000
2640,8,2700000
695,3,605000
979,5,1100000
6000,10,1420000
1125,4,1465000
1196,6,650000
744,4,496000
1842,8,955000
1850,6,1350000
1637,7,728000
950,4,1199000
909,3,734500
1090,4,1688000
1420,7,1200000
1890,7,675000
753,3,209888
2000,9,1480000
900,3,630000
677,3,680000
2247,8,883500
1250,6,1100000
1480,6,1650000
835,3,825000
2533,8,1210000
1300,5,988000
2836,11,2400000
1480,14,1600500
1842,7,1200000
1128,4,1500000
956,5,650000
1280,7,975000
538,2,640000
1300,9,1330000
1600,7,1600000
683,3,695000
1702,6,1400000
1390,5,790000
510,4,350000
1482,7,580000
1098,6,1079000
1078,6,880000
1447,6,422000
730,3,590000
695,3,616000
2414,8,1240000
750,4,688000
1259,5,805000
3800,10,2525000
830,3,610000
800,6,775000
1248,5,725000
1700,7,1358000
1400,6,1450000
733,2,560000
563,2,500000
1750,5,2115000
1470,6,775000
1125,5,1700000
1123,6,705000
2910,11,780000
3131,8,10000
744,3,555000
1243,5,775000
755,3,688000
927,4,920000
3335,7,1500000
650,3,615000
1125,5,900000
1115,5,915000
2010,8,980000
1192,5,1159000
2369,12,5200000
2160,9,1000000
1778,6,1415000
1008,6,649000
1065,5,1250000
1043,5,1450000
974,4,575000
1675,6,695000
1001,5,1320000
1500,5,1025000
1131,5,1035000
3800,16,1775000
852,3,800000
978,5,1130000
2417,8,925000
1404,5,1050000
5058,16,1810000
1442,5,1245000
1410,5,1075000
1425,7,885000
1892,8,1455000
1425,6,825000
2215,10,1900000
1900,7,1450000
874,3,1140000
1360,6,1465000
1412,5,1767000
774,4,749000
1500,5,975000
1275,5,1050000
884,3,900000
2600,15,7500000
1610,9,1125000
1049,4,1098000
2952,8,3900000
726,4,729000
1304,5,1112000
605,3,460000
655,3,625000
1420,5,1450000
2700,9,1795000
558,2,443000
836,3,749000
928,4,925000
1824,7,1075000
815,4,325000
1244,6,850000
825,4,550000
2473,10,1050000
2238,9,1850000
2627,8,1665000
1994,8,2175000
3651,8,1600000
1983,7,902000
1030,5,1438500
1213,5,700000
2896,10,765500
410,1,424500
1320,7,1200000
1125,5,805000
1104,4,885000
2480,10,827500
1214,5,900000
894,3,530000
2334,7,1550000
2100,8,1010000
1130,5,1600000
2550,6,2510000
4400,11,3817000
480,3,215500
1273,6,660000
1545,6,2285000
1626,5,1050000
1520,6,1100000
1263,2,1050000
795,2,685000
819,3,1075000
264,2,389000
1285,5,1150000
866,5,446000
1452,8,1075000
1850,7,660000
1175,5,800000
2074,8,635000
2500,9,1999000
2392,6,1205000
1980,5,3225000
1125,5,654000
922,4,827000
432,1,545000
1525,6,1230000
2272,6,2735000
812,3,736500
1932,7,1330000
1550,6,1082000
3010,9,2195000
1380,6,688000
2105,6,1600000
1257,4,960000
1169,5,750000
2516,8,825000
1058,5,970000
1100,5,875000
8335,18,6500000
1525,6,908000
1824,7,1850000
2300,11,2800000
4000,17,2400000
5500,16,1684000
1768,6,2575000
1624,8,850000
1518,7,1370000
1700,7,1175000
2500,9,848000
728,4,761000
1073,5,1100000
1300,5,350000
1474,5,685000
1212,4,670000
1125,6,690000
1871,7,1160000
1284,5,1318000
1145,5,739500
1001,5,1125000
1105,5,1050000
658,3,505000
3400,9,1850000
1876,8,2325000
1041,4,830000
2518,9,1760000
1068,5,1165000
1128,4,1450000
1123,3,1050000
1983,5,1270000
1472,5,1485000
1762,7,1337000
836,4,685000
1565,4,1135000
1162,5,800000
1060,5,850000
3234,12,2450000
3550,17,2600000
1932,8,1175000
1050,5,762000
1755,6,2050000
513,3,388000
1250,5,1448000
1451,5,1315000
832,3,735000
947,4,1020000
2600,7,3450000
2768,10,1408000
1930,7,1237500
4690,13,2123000
2446,8,3200000
1464,7,817000
1629,6,1505000
2669,6,1600000
4400,9,3575000
1375,6,576000
1552,6,830000
1439,6,1160000
1450,6,1000000
1835,8,1250000
1181,5,1010000
997,4,640000
837,3,1149000
911,4,888500
940,4,740000
1056,5,1125000
1130,5,1150000
1100,5,200000
1548,6,1325000
1063,6,1651000
1833,6,1995000
1132,5,820000
3715,16,1845000
2860,7,1650000
3480,12,1305000
2247,9,1375000
3100,12,2900000
1688,6,928000
2080,7,1549000
1650,6,1600000
2075,7,670000
1196,5,755000
1191,5,1650000
2250,11,2100000
2500,12,2350000
784,3,412000
1044,5,680000
1000,4,725000
1050,5,875000
1034,4,570000
1300,6,710000
1100,5,1050000
724,4,730000
820,4,970000
1372,5,1175000
843,3,818000
801,3,890000
930,4,1106000
1211,6,1050000
2083,8,920000
2092,7,940000
914,4,890000
1921,6,1812000
1250,6,950000
